NAME,DESCONT,PRICE,RATING,RELEASE,ENDS,STARTED
Slasher's Keep,-65%,"R$ 9,76",80.76%,Nov 2020,2024-05-20 14:00:00,2024-05-13 14:22:06
HUNTDOWN,-80%,"R$ 11,99",90.96%,May 2021,2024-05-28 14:00:00,2024-05-14 08:20:02
The Vagrant,-80%,"R$ 2,75",87.34%,Jul 2018,2024-05-24 14:00:00,2024-05-09 21:05:03
The Blackout Club,-50%,"R$ 28,99",75.87%,Jul 2019,2024-05-20 14:00:00,2024-05-13 14:22:06
Weapon Shop Fantasy,-50%,"R$ 10,34",77.05%,Feb 2017,2024-05-29 14:00:00,2024-05-15 14:01:49
A Robot Named Fight!,-75%,"R$ 6,72",83.02%,Sep 2017,2024-05-20 14:00:00,2024-05-13 14:22:07
Star of Providence,-50%,"R$ 23,49",92.73%,Jun 2017,2024-05-20 14:00:00,2024-05-13 14:22:07
"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",-66%,"R$ 16,14",80.29%,May 2023,2024-05-20 14:00:00,2024-05-13 14:22:07
Moonlighter,-85%,"R$ 6,15",80.87%,May 2018,2024-05-20 14:00:00,2024-05-13 14:22:07
Minit,-80%,"R$ 6,59",85.72%,Apr 2018,2024-05-23 14:00:00,2024-05-16 14:01:55
SPACEPLAN,-67%,"R$ 3,46",87.65%,May 2017,2024-05-23 14:00:00,2024-05-16 14:01:56
Remnant: From the Ashes,-70%,"R$ 22,64",83.45%,Aug 2019,2024-05-27 14:00:00,2024-05-13 14:22:09
Gloom,-75%,"R$ 8,24",78.40%,Apr 2017,2024-05-20 14:00:00,2024-05-13 14:22:09
The Swords of Ditto: Mormo's Curse,-80%,"R$ 9,39",61.51%,Apr 2018,2024-05-23 14:00:00,2024-05-16 14:01:56
Weedcraft Inc,-75%,"R$ 14,99",77.78%,Apr 2019,2024-05-23 14:00:00,2024-05-16 14:01:56
Battlezone: Combat Commander,-81%,"R$ 7,21",84.38%,Mar 2018,2024-05-20 14:00:00,2024-05-07 14:01:45
TT Isle of Man: Ride on the Edge,-80%,"R$ 9,59",69.13%,Mar 2018,2024-05-20 14:00:00,2024-05-13 14:22:10
Sword Art Online: Fatal Bullet,-85%,"R$ 23,98",78.15%,Feb 2018,2024-05-20 14:00:00,2024-05-13 14:22:10
Tangledeep,-60%,"R$ 11,19",79.76%,Feb 2018,2024-05-20 14:00:00,2024-05-13 14:22:10
Mana Spark,-67%,"R$ 8,21",74.57%,Sep 2018,2024-05-20 14:00:00,2024-05-13 14:22:10
Hobo: Tough Life,-60%,"R$ 35,59",81.92%,Apr 2021,2024-05-20 14:00:00,2024-05-13 14:22:10
Risk of Rain 2,-50%,"R$ 29,99",95.22%,Aug 2020,2024-05-20 14:00:00,2024-05-13 14:22:10
BATTLETECH,-75%,"R$ 35,99",81.95%,Apr 2018,2024-05-23 14:00:00,2024-05-09 14:02:01
Youropa,-75%,"R$ 7,24",82.10%,Jun 2018,2024-05-22 14:00:00,2024-05-08 14:01:48
Will Glow the Wisp,-70%,"R$ 2,09",81.21%,Sep 2017,2024-05-20 14:00:00,2024-05-13 14:22:11
Mirror,-60%,"R$ 2,79",94.56%,Apr 2018,2024-05-24 14:00:00,2024-05-09 21:05:03
Slay the Spire,-66%,"R$ 25,49",96.55%,Jan 2019,2024-05-29 14:00:00,2024-05-15 14:01:53
The Crew™ 2,-80%,"R$ 35,99",79.66%,Jun 2018,2024-05-26 14:00:00,2024-05-19 14:01:45
Warbanners,-70%,"R$ 11,39",68.15%,Oct 2017,2024-05-20 14:00:00,2024-05-13 14:22:12
V-Rally 4,-90%,"R$ 6,99",63.81%,Sep 2018,2024-05-20 14:00:00,2024-05-13 14:22:13
Mysteria ~Occult Shadows~,-80%,"R$ 8,39",64.10%,Sep 2020,2024-05-24 14:00:00,2024-05-09 21:05:03
8Doors: Arum's Afterlife Adventure,-80%,"R$ 11,99",74.76%,Apr 2021,2024-05-30 14:00:00,2024-05-16 14:01:59
Tricolour Lovestory,-70%,"R$ 2,09",80.70%,Sep 2017,2024-05-24 14:00:00,2024-05-09 21:05:03
BDSM: Big Drunk Satanic Massacre,-88%,"R$ 4,55",83.31%,Oct 2019,2024-05-20 14:00:00,2024-05-13 14:22:14
Academia : School Simulator,-50%,"R$ 35,99",82.23%,Sep 2017,2024-05-23 14:00:00,2024-05-09 14:02:04
Stick Fight: The Game,-60%,"R$ 6,00",92.38%,Sep 2017,2024-05-29 14:00:00,2024-05-15 14:01:55
Batman: The Enemy Within - The Telltale Series,-50%,"R$ 25,00",88.81%,Aug 2017,2024-05-20 14:00:00,2024-05-13 14:22:14
Time Warpers,-50%,"R$ 18,99",79.22%,Jan 2020,2024-05-31 14:00:00,2024-05-17 14:01:44
Heroes of Hammerwatch,-60%,"R$ 15,39",85.26%,Mar 2018,2024-05-20 14:00:00,2024-05-13 14:22:17
OUTRIDERS,-50%,"R$ 45,45",65.58%,Apr 2021,2024-05-21 14:00:00,2024-05-08 14:01:50
Descenders,-70%,"R$ 14,24",91.86%,May 2019,2024-05-20 14:00:00,2024-05-13 14:22:15
Drug Dealer Simulator,-87%,"R$ 4,93",85.66%,Apr 2020,2024-05-20 14:00:00,2024-05-13 14:22:15
GRIS,-80%,"R$ 9,39",94.94%,Dec 2018,2024-05-23 14:00:00,2024-05-09 14:02:05
Bridge Constructor Portal,-90%,"R$ 3,29",88.52%,Dec 2017,2024-05-22 14:00:00,2024-05-15 14:01:55
Surviving the Aftermath,-70%,"R$ 32,39",69.38%,Nov 2021,2024-05-23 14:00:00,2024-05-09 14:02:05
Tokyo Dark,-75%,"R$ 8,49",81.37%,Sep 2017,2024-05-21 14:00:00,2024-05-08 14:01:51
Another Lost Phone: Laura's Story,-72%,"R$ 2,23",85.83%,Sep 2017,2024-05-27 14:00:00,2024-05-13 14:22:16
Ash of Gods: Redemption,-80%,"R$ 14,79",71.71%,Mar 2018,2024-05-20 14:00:00,2024-05-13 14:22:17
Metaverse Keeper / 元能失控,-75%,"R$ 7,24",74.33%,Apr 2019,2024-05-20 14:00:00,2024-05-13 14:22:17
Human-powered spacecraft,-50%,"R$ 1,74",87.35%,May 2018,2024-05-20 14:00:00,2024-05-13 14:22:17
Feudal Alloy,-90%,"R$ 3,29",68.42%,Jan 2019,2024-05-31 14:00:00,2024-05-17 14:01:45
Despotism 3k,-60%,"R$ 6,63",75.74%,Nov 2018,2024-05-20 14:00:00,2024-05-13 14:22:18
Diamo XL,-50%,"R$ 1,74",86.79%,Oct 2017,2024-05-20 14:00:00,2024-05-13 14:22:19
Reigns: Her Majesty,-67%,"R$ 3,46",79.67%,Dec 2017,2024-05-23 14:00:00,2024-05-16 14:02:03
Scythe: Digital Edition,-60%,"R$ 23,99",86.18%,Sep 2018,2024-05-20 14:00:00,2024-05-14 03:55:02
Cultist Simulator,-50%,"R$ 18,99",77.85%,May 2018,2024-05-20 14:00:00,2024-05-13 14:22:19
Age of Wonders: Planetfall,-66%,"R$ 36,71",78.06%,Aug 2019,2024-05-23 14:00:00,2024-05-09 14:02:08
CASE 2: Animatronics Survival,-76%,"R$ 7,91",79.84%,Aug 2018,2024-05-20 14:00:00,2024-05-13 14:22:20
Adventure Time: Pirates of the Enchiridion,-60%,"R$ 18,99",84.13%,Jul 2018,2024-05-20 14:00:00,2024-05-13 14:22:20
Blackout Z: Slaughterhouse Edition,-50%,"R$ 1,74",79.50%,Oct 2017,2024-06-01 14:00:00,2024-05-18 14:01:50
Juicy Realm,-50%,"R$ 10,34",84.62%,May 2018,2024-05-20 14:00:00,2024-05-13 14:22:20
Superflight,-50%,"R$ 5,24",93.59%,Nov 2017,2024-05-20 14:00:00,2024-05-13 14:22:20
Neversong,-70%,"R$ 14,69",82.37%,May 2020,2024-05-20 14:00:00,2024-05-06 14:22:22
Flynn: Son of Crimson,-60%,"R$ 23,99",79.55%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:22:21
Drake Hollow,-70%,"R$ 29,99",75.34%,Oct 2020,2024-05-26 14:00:00,2024-05-16 14:02:05
Deadly Days,-90%,"R$ 2,48",82.67%,Sep 2019,2024-05-27 14:00:00,2024-05-13 14:22:21
Temtem,-60%,"R$ 53,99",80.77%,Sep 2022,2024-05-20 14:00:00,2024-05-13 14:22:22
Shadow of the Tomb Raider: Definitive Edition,-89%,"R$ 41,24",82.87%,Sep 2018,1969-12-31 21:00:00,2024-05-10 14:01:53
Forager,-65%,"R$ 13,29",88.52%,Apr 2019,2024-05-20 14:00:00,2024-05-13 14:22:22
Black Future '88,-90%,"R$ 5,99",69.18%,Nov 2019,2024-05-20 14:00:00,2024-05-13 14:22:22
STAY,-90%,"R$ 2,48",66.91%,May 2018,2024-05-20 14:00:00,2024-05-13 14:22:23
TOKYO GHOUL:re [CALL to EXIST],-90%,"R$ 15,99",68.80%,Nov 2019,2024-05-20 14:00:00,2024-05-13 14:22:23
Truberbrook / Trüberbrook,-95%,"R$ 4,44",69.86%,Mar 2019,2024-05-21 14:00:00,2024-05-15 14:02:02
Sable,-65%,"R$ 25,89",83.51%,Sep 2021,2024-05-23 14:00:00,2024-05-09 14:02:12
Broken Reality,-85%,"R$ 4,34",88.74%,Nov 2018,2024-05-23 14:00:00,2024-05-16 14:02:06
Ukrainian ball in search of gas,-50%,"R$ 1,74",87.71%,Dec 2017,2024-05-20 14:00:00,2024-05-13 14:22:24
Mutant Year Zero: Road to Eden,-60%,"R$ 36,79",88.55%,Dec 2018,2024-05-20 14:00:00,2024-05-13 14:22:24
EARTHLOCK,-85%,"R$ 13,50",69.93%,Mar 2018,2024-05-20 14:00:00,2024-05-13 14:22:24
Depraved,-90%,"R$ 3,79",60.62%,Sep 2019,2024-05-20 14:00:00,2024-05-13 14:22:24
The Messenger,-80%,"R$ 11,99",90.98%,Aug 2018,2024-05-23 14:00:00,2024-05-16 14:02:06
Game Dev Studio,-70%,"R$ 9,89",80.02%,Mar 2018,2024-05-27 14:00:00,2024-05-13 14:22:25
Gay World,-50%,"R$ 1,74",78.25%,Jan 2018,2024-05-20 14:00:00,2024-05-13 14:22:26
妄想症：Deliver Me,-70%,"R$ 2,09",83.57%,Aug 2018,2024-05-24 14:00:00,2024-05-09 21:05:03
Tick Tock: A Tale for Two,-60%,"R$ 7,60",84.27%,Mar 2019,2024-05-24 14:00:00,2024-05-17 14:01:49
MXGP PRO,-90%,"R$ 12,45",81.08%,Jun 2018,2024-05-20 14:00:00,2024-05-13 14:22:28
Jupiter Hell,-60%,"R$ 18,99",87.63%,Aug 2021,2024-05-20 14:00:00,2024-05-13 14:22:30
Assassin's Creed® Odyssey,-85%,"R$ 26,99",88.15%,Oct 2018,2024-05-26 14:00:00,2024-05-15 14:02:05
SpellForce 3 Soul Harvest,-80%,"R$ 7,59",81.25%,May 2019,2024-06-01 14:00:00,2024-05-18 14:01:56
No Time to Relax,-50%,"R$ 13,94",87.91%,Feb 2019,2024-05-20 14:00:00,2024-05-15 08:25:02
Star Valor,-60%,"R$ 29,59",85.66%,Aug 2022,2024-05-20 14:00:00,2024-05-13 14:22:32
Signal Simulator,-50%,"R$ 18,50",78.17%,Apr 2018,2024-05-20 14:00:00,2024-05-13 14:22:33
Siralim 3,-50%,"R$ 23,49",89.05%,Oct 2018,2024-05-20 14:00:00,2024-05-13 14:22:33
Fox Hime Zero,-70%,"R$ 2,09",93.84%,May 2018,2024-05-24 14:00:00,2024-05-09 21:05:03
ΔV: Rings of Saturn,-50%,"R$ 10,34",89.39%,Jul 2023,2024-05-20 14:00:00,2024-05-13 14:22:34
Roundguard,-75%,"R$ 14,99",77.73%,Mar 2020,2024-05-20 14:00:00,2024-05-13 14:22:34
PHOGS!,-55%,"R$ 21,37",82.25%,Dec 2020,2024-05-21 14:00:00,2024-05-07 14:01:57
Nevergrind Online,-50%,"R$ 19,24",83.50%,Jun 2022,2024-05-20 14:00:00,2024-05-13 14:22:35
Ikenfell,-70%,"R$ 11,39",86.15%,Oct 2020,2024-05-20 14:00:00,2024-05-13 14:22:36
Void Bastards,-70%,"R$ 17,39",83.21%,May 2019,2024-05-20 14:00:00,2024-05-13 14:22:36
Marble It Up! Ultra,-60%,"R$ 35,59",87.38%,Nov 2018,2024-05-31 14:00:00,2024-05-17 14:01:53
The Eternal Cylinder,-65%,"R$ 25,89",81.78%,Oct 2022,2024-05-23 14:00:00,2024-05-16 14:02:14
ЕСТЬ ДВА СТУЛА,-50%,"R$ 1,74",83.10%,Jun 2018,2024-05-22 14:00:00,2024-05-08 14:02:04
Crying Suns,-70%,"R$ 14,24",83.14%,Sep 2019,2024-05-20 14:00:00,2024-05-13 14:22:38
The Forgotten City,-65%,"R$ 25,89",93.25%,Jul 2021,2024-05-27 14:00:00,2024-05-13 14:22:38
YORG.io,-80%,"R$ 2,75",83.98%,May 2019,2024-05-27 14:00:00,2024-05-13 14:22:39
Tunche,-60%,"R$ 15,19",71.45%,Nov 2021,2024-05-20 14:00:00,2024-05-06 14:22:38
Hell Pie,-66%,"R$ 25,15",85.98%,Jul 2022,2024-05-21 14:00:00,2024-05-15 14:02:12
Valheim,-50%,"R$ 18,99",93.82%,Feb 2021,2024-05-28 14:00:00,2024-05-14 08:20:02
Death's Door,-75%,"R$ 14,99",91.15%,Jul 2021,2024-05-23 14:00:00,2024-05-16 14:02:17
Project Wingman,-50%,"R$ 23,74",91.16%,Dec 2020,2024-05-20 14:00:00,2024-05-13 14:22:40
Eternal Edge +,-90%,"R$ 2,89",68.71%,May 2022,2024-05-30 14:00:00,2024-05-16 14:02:19
Reigns: Game of Thrones,-67%,"R$ 4,55",74.57%,Oct 2018,2024-05-23 14:00:00,2024-05-16 14:02:19
Heave Ho,-60%,"R$ 13,19",87.50%,Aug 2019,2024-05-23 14:00:00,2024-05-16 14:02:18
Observation,-75%,"R$ 18,49",76.41%,May 2020,2024-05-23 14:00:00,2024-05-16 14:02:18
Stronghold: Warlords,-90%,"R$ 7,99",64.03%,Mar 2021,2024-05-20 14:00:00,2024-05-13 14:22:42
HALF DEAD 2,-50%,"R$ 4,49",81.28%,Aug 2019,2024-05-20 14:00:00,2024-05-13 14:22:42
ULTIMATE HARDBASS DEFENCE,-80%,"R$ 2,75",88.01%,Apr 2019,2024-05-21 14:00:00,2024-05-15 14:02:14
Gato Roboto,-75%,"R$ 6,62",91.17%,May 2019,2024-05-23 14:00:00,2024-05-16 14:02:19
Golf Peaks,-59%,"R$ 15,47",88.67%,Nov 2018,1969-12-31 21:00:00,2024-05-13 14:22:43
Arboria,-90%,"R$ 3,79",74.46%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:22:43
CHANGE: A Homeless Survival Experience,-60%,"R$ 14,79",87.57%,May 2020,2024-05-20 14:00:00,2024-05-13 14:22:44
Touhou Genso Wanderer -Reloaded-,-50%,"R$ 69,99",89.01%,Oct 2018,2024-05-20 14:00:00,2024-05-13 14:22:44
Life is Strange: True Colors,-70%,"R$ 89,97",87.31%,Sep 2021,2024-05-21 14:00:00,2024-05-08 14:02:08
TAPSONIC BOLD,-70%,"R$ 11,39",72.03%,Mar 2019,2024-05-20 14:00:00,2024-05-13 14:22:45
Townsmen - A Kingdom Rebuilt,-80%,"R$ 10,99",66.52%,Feb 2019,2024-05-20 14:00:00,2024-05-13 14:22:45
Darksburg,-75%,"R$ 7,24",62.90%,Sep 2020,2024-05-20 14:00:00,2024-05-13 14:22:45
Far Cry® New Dawn,-85%,"R$ 44,99",75.08%,Feb 2019,2024-05-31 14:00:00,2024-05-17 14:01:56
The Textorcist: The Story of Ray Bibbia,-88%,"R$ 5,63",78.52%,Feb 2019,2024-05-22 14:00:00,2024-05-15 14:02:16
Colt Canyon,-80%,"R$ 9,39",83.88%,Jun 2020,2024-05-22 14:00:00,2024-05-15 14:02:16
Sparklite,-85%,"R$ 7,12",73.87%,Nov 2019,2024-05-20 14:00:00,2024-05-13 14:22:46
The logic of the miniature garden,-80%,"R$ 6,59",81.28%,Jun 2019,2024-05-24 14:00:00,2024-05-09 21:05:03
Nanotale - Typing Chronicles,-60%,"R$ 18,39",74.95%,Mar 2021,2024-05-27 14:00:00,2024-05-13 14:22:46
DreadOut 2,-50%,"R$ 18,99",72.54%,Feb 2020,2024-05-24 14:00:00,2024-05-14 11:05:02
Grim Nights,-50%,"R$ 5,24",84.48%,Oct 2018,2024-05-20 14:00:00,2024-05-13 14:22:46
Dead Age 2: The Zombie Survival RPG,-80%,"R$ 10,99",73.77%,Mar 2021,2024-05-22 14:00:00,2024-05-15 14:02:17
CARRION,-70%,"R$ 17,99",92.30%,Jul 2020,2024-05-23 14:00:00,2024-05-16 14:02:22
Bloons TD 6,-65%,"R$ 9,76",96.30%,Dec 2018,2024-05-24 14:00:00,2024-05-17 14:01:58
DJMAX RESPECT V,-80%,"R$ 19,79",86.83%,Mar 2020,2024-05-20 14:00:00,2024-05-13 14:22:48
One Step From Eden,-60%,"R$ 15,19",90.58%,Mar 2020,2024-05-20 14:00:00,2024-05-13 14:22:48
Hell is Others,-50%,"R$ 12,49",71.53%,Oct 2022,2024-05-20 14:00:00,2024-05-13 14:22:49
The Settlers® : Rise of an Empire - History Edition,-60%,"R$ 14,39",73.06%,Jan 2019,2024-05-31 14:00:00,2024-05-17 14:01:59
Root,-60%,"R$ 11,59",86.02%,Sep 2020,2024-05-20 14:00:00,2024-05-06 14:22:48
DOKA 2 KISHKI EDITION,-50%,"R$ 1,74",81.25%,Nov 2018,2024-05-29 14:00:00,2024-05-15 14:02:18
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,-70%,"R$ 21,89",85.01%,Sep 2020,2024-05-27 14:00:00,2024-05-13 14:22:49
Toilet Simulator 2020,-50%,"R$ 1,74",67.48%,Jan 2019,2024-05-22 14:00:00,2024-05-08 14:02:12
Thronebreaker: The Witcher Tales,-75%,"R$ 13,99",86.65%,Nov 2018,2024-05-26 14:00:00,2024-05-16 14:02:24
Silver Chains,-95%,"R$ 3,69",68.93%,Aug 2019,2024-05-22 14:00:00,2024-05-15 14:02:19
Legend of Keepers: Career of a Dungeon Manager,-80%,"R$ 7,99",76.91%,Apr 2021,2024-05-20 14:00:00,2024-05-13 14:22:50
One Finger Death Punch 2,-75%,"R$ 4,14",92.69%,Apr 2019,2024-05-20 14:00:00,2024-05-13 14:22:50
Dealer's Life,-50%,"R$ 14,99",87.87%,Jan 2019,2024-05-26 14:00:00,2024-05-12 14:01:52
Interstellar Space: Genesis,-67%,"R$ 19,13",78.85%,Jul 2019,2024-05-20 14:00:00,2024-05-13 14:22:51
Expeditions: Rome,-60%,"R$ 33,99",85.56%,Jan 2022,2024-05-20 14:00:00,2024-05-13 14:22:51
Phantom Abyss,-50%,"R$ 29,99",81.01%,Jan 2024,2024-05-23 14:00:00,2024-05-16 14:02:25
Conan Unconquered,-60%,"R$ 23,99",66.55%,May 2019,2024-05-20 14:00:00,2024-05-13 14:22:52
Fae Tactics,-70%,"R$ 11,39",81.34%,Jul 2020,2024-05-20 14:00:00,2024-05-13 14:22:52
Ring of Pain,-70%,"R$ 11,39",88.35%,Oct 2020,2024-05-20 14:00:00,2024-05-13 14:22:54
Zengeon,-76%,"R$ 9,11",65.24%,Jun 2019,2024-05-20 14:00:00,2024-05-13 14:22:54
Mirror Maker,-60%,"R$ 2,79",68.93%,Jan 2019,2024-05-24 14:00:00,2024-05-09 21:05:03
SWORD ART ONLINE Alicization Lycoris,-81%,"R$ 56,98",60.32%,Jul 2020,2024-05-20 14:00:00,2024-05-13 14:22:54
Moons of Madness,-60%,"R$ 29,59",74.83%,Oct 2019,2024-05-20 14:00:00,2024-05-13 14:22:54
Evoland Legendary Edition,-75%,"R$ 9,24",78.44%,Feb 2019,2024-05-21 01:00:00,2024-05-13 01:05:01
KumaKuma Manga Editor,-80%,"R$ 4,09",73.46%,Feb 2019,2024-05-24 14:00:00,2024-05-09 21:05:03
Fantasy General II,-70%,"R$ 32,39",79.01%,Sep 2019,2024-05-20 14:00:00,2024-05-13 14:22:55
Симулятор Сидения у Подъезда,-50%,"R$ 1,74",80.76%,Apr 2019,2024-05-22 14:00:00,2024-05-08 14:02:17
Lust from Beyond,-58%,"R$ 15,95",79.17%,Mar 2021,2024-05-20 14:00:00,2024-05-13 14:22:57
Nyasha,-50%,"R$ 1,74",75.38%,Mar 2019,2024-05-29 14:00:00,2024-05-15 14:02:25
ScourgeBringer,-75%,"R$ 9,99",84.22%,Oct 2020,2024-05-27 14:00:00,2024-05-13 14:22:57
Fluffy Store,-70%,"R$ 2,09",92.85%,Aug 2019,2024-05-24 14:00:00,2024-05-09 21:05:03
Curious Expedition 2,-65%,"R$ 13,29",85.85%,Jan 2021,2024-05-20 14:00:00,2024-05-13 14:22:57
Hentai Waifu,-50%,"R$ 1,74",78.18%,Mar 2019,2024-06-01 14:00:00,2024-05-18 14:02:13
ISLANDERS,-65%,"R$ 5,94",92.37%,Apr 2019,2024-05-26 14:00:00,2024-05-12 14:01:55
Peekaboo,-80%,"R$ 2,75",76.21%,Aug 2019,2024-06-02 14:00:00,2024-05-19 14:02:06
Nigate Tale,-61%,"R$ 14,81",67.16%,Apr 2021,2024-05-20 14:00:00,2024-05-13 14:22:58
Paper Dolls: Original / 纸人,-50%,"R$ 16,49",83.30%,Apr 2019,2024-05-19 20:00:00,2024-05-05 20:05:01
Wingspan,-50%,"R$ 29,99",91.47%,Sep 2020,2024-05-27 14:00:00,2024-05-13 13:05:02
MY HERO ONE'S JUSTICE 2,-85%,"R$ 23,23",84.64%,Sep 2023,2024-05-20 14:00:00,2024-05-13 14:22:59
Trombone Champ,-60%,"R$ 11,59",94.86%,Sep 2022,2024-05-21 14:00:00,2024-05-14 14:02:08
Metal: Hellsinger,-60%,"R$ 31,63",93.64%,Sep 2022,2024-05-20 14:00:00,2024-05-13 14:22:59
UNSIGHTED,-60%,"R$ 19,99",88.83%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:22:59
Poly Bridge 2,-80%,"R$ 5,79",92.26%,May 2020,2024-05-20 14:00:00,2024-05-13 14:22:59
Evil West,-65%,"R$ 62,96",73.36%,Nov 2022,2024-06-02 14:00:00,2024-05-19 14:02:07
Devolver Bootleg,-70%,"R$ 5,09",84.50%,Jun 2019,2024-05-23 14:00:00,2024-05-16 14:02:32
Transport Fever 2,-55%,"R$ 48,59",87.96%,Dec 2019,2024-05-20 14:00:00,2024-05-13 14:23:00
月影魅像-解放之羽-,-65%,"R$ 23,09",93.52%,Jul 2019,2024-05-26 14:00:00,2024-05-18 13:05:01
Rogue Lords,-70%,"R$ 14,99",68.79%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:23:00
Banners of Ruin,-70%,"R$ 11,39",77.09%,Jul 2021,2024-05-23 14:00:00,2024-05-16 11:05:02
Roguebook,-70%,"R$ 32,99",81.16%,Jun 2021,2024-05-20 14:00:00,2024-05-13 14:23:01
She Sees Red - Interactive Movie,-70%,"R$ 5,03",75.20%,Jul 2019,2024-05-20 14:00:00,2024-05-13 14:23:02
TT Isle of Man: Ride on the Edge 2,-75%,"R$ 17,49",78.86%,Mar 2020,2024-05-20 14:00:00,2024-05-13 14:23:02
Marvel's Guardians of the Galaxy,-75%,"R$ 62,49",92.53%,Oct 2021,2024-05-20 14:00:00,2024-05-10 14:02:16
Cyberpunk 2077,-50%,"R$ 99,95",81.51%,Dec 2020,2024-05-26 14:00:00,2024-05-16 14:02:35
Exit From,-70%,"R$ 5,09",82.07%,Apr 2021,2024-05-29 14:00:00,2024-05-15 14:02:32
Rogue Glitch Ultra,-50%,"R$ 19,24",88.50%,Mar 2021,2024-05-20 14:00:00,2024-05-13 14:23:03
Blair Witch,-80%,"R$ 11,59",76.77%,Aug 2019,2024-05-21 14:00:00,2024-05-09 14:02:40
Inscryption,-50%,"R$ 24,99",95.56%,Oct 2021,2024-05-23 14:00:00,2024-05-09 14:02:40
The Wild at Heart,-60%,"R$ 18,99",88.76%,May 2021,2024-05-20 14:00:00,2024-05-13 14:23:04
Tales of the Black Forest,-70%,"R$ 4,13",95.06%,Sep 2019,2024-05-24 14:00:00,2024-05-09 21:05:03
Vampire: The Masquerade - Coteries of New York,-90%,"R$ 3,79",70.79%,Dec 2019,2024-05-27 14:00:00,2024-05-13 14:23:04
Weird West: Definitive Edition,-75%,"R$ 24,99",76.05%,Mar 2022,2024-05-23 14:00:00,2024-05-16 14:02:35
Mortal Glory,-50%,"R$ 13,24",81.69%,Jan 2020,2024-05-20 14:00:00,2024-05-13 14:23:04
Jack Move,-50%,"R$ 18,99",77.44%,Sep 2022,2024-05-20 14:00:00,2024-05-06 14:23:05
LEGIONCRAFT,-50%,"R$ 13,94",76.41%,Aug 2022,2024-05-29 14:00:00,2024-05-15 14:02:32
Hydroneer,-50%,"R$ 23,49",85.35%,May 2020,2024-05-20 14:00:00,2024-05-13 14:23:05
I got a cat maid,-60%,"R$ 1,79",80.45%,Aug 2019,2024-05-24 14:00:00,2024-05-16 23:05:02
As Far As The Eye,-75%,"R$ 11,87",70.81%,Sep 2020,2024-05-20 14:00:00,2024-05-13 14:23:07
Curse of the Dead Gods,-65%,"R$ 26,21",82.18%,Feb 2021,2024-05-30 14:00:00,2024-05-16 14:02:37
HUMANKIND™,-75%,"R$ 39,75",66.56%,Aug 2021,2024-05-23 14:00:00,2024-05-16 14:02:38
STORM AREA 51: AYY LMAO EDITION,-50%,"R$ 1,74",74.77%,Sep 2019,2024-05-29 14:00:00,2024-05-15 14:02:35
There Is No Light: Enhanced Edition,-50%,"R$ 29,99",68.85%,Sep 2022,2024-05-20 14:00:00,2024-05-06 14:23:10
Anarchy: Wolf's law,-78%,"R$ 11,81",75.95%,Jun 2023,1969-12-31 21:00:00,2024-05-11 14:02:01
Unpacking,-50%,"R$ 29,99",90.91%,Nov 2021,2024-05-20 14:00:00,2024-05-13 14:23:08
Internet Cafe Simulator,-65%,"R$ 11,54",71.36%,Oct 2019,2024-05-20 14:00:00,2024-05-13 14:23:09
Black Book,-60%,"R$ 31,99",89.81%,Aug 2021,2024-05-20 14:00:00,2024-05-06 14:23:11
Monster Prom 2: Monster Camp,-66%,"R$ 8,46",93.40%,Oct 2020,2024-05-23 14:00:00,2024-05-09 14:02:44
Pawnbarian,-50%,"R$ 10,34",84.37%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:23:09
SLUDGE LIFE,-80%,"R$ 9,39",87.49%,Jun 2021,2024-05-23 14:00:00,2024-05-16 14:02:39
DungeonTop,-53%,"R$ 14,56",78.16%,Jun 2020,2024-05-20 14:00:00,2024-05-13 14:23:10
Skul: The Hero Slayer,-50%,"R$ 29,99",91.63%,Jan 2021,2024-05-30 14:00:00,2024-05-16 14:02:39
Wizard with a Gun,-50%,"R$ 29,99",78.19%,Oct 2023,2024-05-23 14:00:00,2024-05-13 14:23:10
Elmarion: Dragon time,-50%,"R$ 14,49",71.53%,Mar 2020,2024-05-28 14:00:00,2024-05-14 14:02:14
SpellForce 3 Fallen God,-80%,"R$ 7,59",83.62%,Nov 2020,2024-06-01 14:00:00,2024-05-18 14:02:21
King Arthur: Knight's Tale,-60%,"R$ 48,79",81.30%,Apr 2022,2024-05-23 14:00:00,2024-05-09 14:02:46
Crusader Kings III,-60%,"R$ 71,99",90.21%,Sep 2020,2024-05-23 14:00:00,2024-05-09 14:02:46
Orbital Bullet – The 360° Rogue-lite,-80%,"R$ 6,59",81.28%,Mar 2022,2024-05-20 14:00:00,2024-05-06 14:23:14
Foretales,-50%,"R$ 22,99",82.13%,Sep 2022,2024-05-27 14:00:00,2024-05-13 14:23:12
Carto,-70%,"R$ 11,39",93.55%,Oct 2020,2024-05-20 14:00:00,2024-05-13 14:23:13
INDUSTRIA,-70%,"R$ 17,99",68.89%,Sep 2021,2024-05-21 14:00:00,2024-05-17 14:02:12
